district,name,abbreviated_name,address,chief,phone,fax,email,mo,inn,ogrn,note
Московский район,Государственное бюджетное общеобразовательное учреждение школа № 613 Московского района Санкт-Петербурга,ГБОУ школа № 613,"196066,г.Санкт-Петербург,Московский пр.,дом 203,литера А",Рябова Ольга Николаевна,8-812-417-32-08,8-812-417-32-10,school613@inbox.ru,"Муниципальное объединение  ""Пулковский Меридиан""",7810133139,1027804894303,
Московский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №643 Московского района Санкт-Петербурга,ГБОУ СОШ №643,"196191,г.Санкт-Петербург,Варшавская ул.,дом 63,литера А",Андреева Наталия Дмитриевна,8-812-417-55-27,8-812-417-55-26,school643@rusobr.ru,"Муниципальное объединение ""Новоизмайловское""",7810143480,1027804895073,
Московский район,Государственное бюджетное общеобразовательное учреждение школа № 663 Московского района Санкт-Петербурга,ГБОУ №663,"196233,г.Санкт-Петербург,Витебский пр.,дом 49,корпус 2,литера А",Огородникова Татьяна Анатольевна,8-812-241-27-73,8-812-241-27-70,gbskou663@yandex.ru,"Муниципальное объединение  ""Гагаринское""",7810269669,1027804853955,
Московский район,"Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 684 ""Берегиня"" Московского района Санкт-Петербурга","ГБОУ СОШ №684 ""Берегиня""","196240,г.Санкт-Петербург,Пулковское ш.,дом 5,корпус 3,литера А",Зверева Наталья Николаевна,8-812-413-58-58,8-812-573-97-18,school684@bk.ru,"Муниципальное объединение  ""Пулковский Меридиан""",7810838756,1117847367164,
Московский район,"Государственное бюджетное общеобразовательное учреждение прогимназия № 698 Московского района Санкт-Петербурга ""Пансион""","ГБОУ прогимназия № 698 ""Пансион""","196244,г.Санкт-Петербург,Космонавтов пр.,дом 40,корпус 2,литер А",Герболинская Ирина Аркадьевна,8-812-417-28-61,8-812-321-66-78,pansion698@yandex.ru,"Муниципальное объединение  ""Гагаринское""",7810286840,1027804899253,
Кировский район,"Государственное бюджетное специальное (коррекционное) образовательное учреждение для обучающихся, воспитанников с ограниченными возможностями здоровья специальная (коррекционная) общеобразовательная школа-интернат № 2 (IV вида) Кировского района Санкт-Петербурга", ГБОУ школа-интернат №2,"198216,Санкт-Петербург, Трамвайный пр., д.24",Страхова Валентина Яковлевна,+7 (812) 377 21 29,+7 (812) 377 21 29,int002@kirov.spb.ru,Княжево,7805146750,1027802738413,
Кировский район,Государственное бюджетное общеобразовательное учреждение центр образования № 162 Кировского района Санкт-Петербурга, ГБОУ ЦО № 162,"198097,Санкт-Петербург,ул. Турбинная, д. 50,",Хазова Светлана Ивановна,+7 (812) 786 26 12,+7 (812) 786 26 12,sc162@kirov.spb.ru,Нарвский округ,7805149197,1027802739447,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 221 Кировского района Санкт-Петербурга, ГБОУ СОШ № 221,"г.Санкт-Петербург, улица Лёни Голикова, дом 15, корпус 2, литера А",Зайцева Наталия Александровна,+7 (812) 757 35 32,+7 (812) 757 35 32,sc221@kirov.spb.ru,Дачное,7805149180,1027802757608,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 223 с углубленным изучением немецкого языка Кировского района Санкт-Петербурга, ГБОУ СОШ № 223,"г.Санкт-Петербург, улица Стойкости, дом 17, корпус 2, литера А",Лысова Светлана Владимировна,+7 (812) 750 38 83,+7 (812) 750 38 83,sc223@kirov.spb.ru,Ульянка,7805149207,1027802739997,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 240 Кировского района Санкт-Петербурга, ГБОУ СОШ № 240,"198260,Санкт-Петербург,ул.Бурцева, д. 12",Новикова Тамара Александровна,+7 (812) 759 22 80,+7 (812) 759 22 80,sc240@kirov.spb.ru,Ульянка,7805149214,1027802740459,
Кировский район,Государственное бюджетное общеобразовательное учреждение Лицей № 244 Кировского района Санкт-Петербурга, ГБОУ СОШ № 244,"198260,Санкт-Петербург,пр. Ветеранов, д.80",Светлицкий Сергей Леонидович,+7 (812) 759 46 28,+7 (812) 759 46 28,sc244@kirov.spb.ru,Ульянка,7805149221,1027802751822,
Кировский район,Государственное бюджетное общеобразовательное учреждение Гимназия № 248 Кировского района Санкт-Петербурга, ГБОУ Гимназия № 248,"198215,Санкт-Петербург,пр. Народного Ополчения, д. 103",Антипичева Наталия Витальевна,+7 (812) 377 36 18,+7 (812) 377 36 18,sc248@kirov.spb.ru,Княжево,7805011569,1027802740570,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 249 имени М.В. Маневича Кировского района Санкт-Петербурга, ГБОУ СОШ № 249,"198255,Санкт-Петербург,пр.Ветеранов, д.57",Скуратова Надежда Владимировна,+7 (812) 752 40 19,+7 (812) 752 40 19,sc249@kirov.spb.ru,Дачное,7805093057,1027802725610,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная  школа № 250 Кировского района Санкт-Петербурга, ГБОУ СОШ № 250,"198260, Санкт-Петербург, ул. Козлова, д. 37, к. 1",Фадеева Юлия Викторовна,+7 (812) 750 40 92,+7 (812) 750 40 92,sc250@kirov.spb.ru,Ульянка,7805149239,1027802740635,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 251 Кировского района Санкт-Петербурга, ГБОУ СОШ № 251,"198260, Санкт-Петербург, ул. Солдата Корзуна, д.15, корп. 2",Конышева Ольга Андреевна,+7 (812) 750 39 65,+7 (812) 750 39 65,sc251@kirov.spb.ru,Ульянка,7805149246,1027802735960,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа№ 254 с углубленным изучением английского языка Кировского района Санкт-Петербурга, ГБОУ СОШ № 254,"198261,Санкт-Петербург,ул.Бурцева, д.9",Большакова Ирина Владимировна,+7 (812) 759 39 76,+7 (812) 759 39 76,sc254@kirov.spb.ru,Ульянка,7805149253,1027802726050,
Кировский район,Государственное бюджетное общеобразовательное учреждение Гимназия № 261 Кировского района Санкт-Петербурга,СПб ГБОУ Гимназия № 261,"198302,Санкт-Петербург,пр. Стачек, д.103, корп.2",Петренко Инесса Вячеславна,+7 (812) 417 26 30,+7 (812) 417 26 30,sc261@kirov.spb.ru,Красненькая речка,7805146742,1037811001062,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 264 Кировского района Санкт-Петербурга, ГБОУ СОШ № 264,"198302,Санкт-Петербург,ул. Маршала Казакова, д.3, к.2, ",Шведова Ирина Владимировна,+7 (812) 758 65 22,+7 (812) 758 65 22,sc264@kirov.spb.ru,Красненькая речка,7805011953,1037811059494,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 269 Кировского района Санкт-Петербурга «Школа здоровья», ГБОУ СОШ № 269,"198216,Санкт-Петербург,Трамвайный пр., д.22",Павлюкова Ирина Александровна,+7 (812) 322 23 69,+7 (812) 322 23 69,sc269@kirov.spb.ru,Княжево,7805149260,1027802734926,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 274 с углубленным изучением иностранных языков Кировского района Санкт-Петербурга, ГБОУ СОШ № 274,"198215,Санкт-Петербург,Дачный пр., д.34, корп.2",Кузьмина Нуржамал Паталиевна,+7 (812) 377 36 23,+7 (812) 377 36 23,sc274@kirov.spb.ru,Княжево,7805149285,1027802742747,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 277 Кировского района Санкт-Петербурга, ГБОУ СОШ № 277,"г.Санкт-Петербург, проспект Ветеранов, дом 14, литера Б",Столяров Александр Александрович,+7 (812) 752 19 19,+7 (812) 752 19 19,sc277@kirov.spb.ru,Княжево,7805149292,1027802735993,
Кировский район,Государственное  бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 282 с углубленным изучением французского языка Кировского района Санкт-Петербурга, ГБОУ СОШ № 282,"198217,Санкт-Петербург,бульвар Новаторов, дом 104",Хмелева Татьяна Михайловна,+7 (812) 756 65 73,+7 (812) 756 65 73,sc282@kirov.spb.ru,Дачное,7805149302,1027802730603,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 283 Кировского района Санкт-Петербурга, ГБОУ СОШ № 283,"198261,Санкт-Петербург,ул.Стойкости, д.33",Кузьмин Юрий Владимирович,+7 (812) 759 15 68,+7 (812) 759 15 68,sc283@kirov.spb.ru,Ульянка,7805149310,1027802739470,
Кировский район,Государственное бюджетное общеобразовательное учреждение  Гимназия № 284 Кировского района Санкт-Петербурга, ГБОУ Гимназия № 284,"198217,Санкт-Петербург,пр.Народного Ополчения, д. 135",Иванова Наталья Борисовна,+7 (812) 756 03 80,+7 (812) 756 03 80,sc284@kirov.spb.ru,Дачное,7805149327,1037811038682,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 377 Кировского района Санкт-Петербурга, ГБОУ СОШ № 377,"198303,Санкт-Петербург,пр. Стачек, д.107, к. 4",Егорова Наталья Вячеславовна,+7 (812) 757 37 77,+7 (812) 757 37 77,sc377@kirov.spb.ru,Красненькая речка,7805149334,1027802730614,
Кировский район,Государственное бюджетное общеобразовательное учреждение лицей № 378 Кировского района Санкт-Петербурга, ГБОУ Лицей № 378,"198261,Санкт-Петербург,пр.Ветеранов, д.114, корп.2",Ковалюк Светлана Юрьевна,+7 (812) 714 51 79,+7 (812) 714 51 79,sc378@kirov.spb.ru,Ульянка,7805149341,1037811024349,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 379 Кировского района Санкт-Петербурга, ГБОУ СОШ № 379,"198184,Санкт-Петербург,Канонерский остров, д.32",Коростышевская Наталья Юрьевна,+7 (812) 713 97 55,+7 (812) 713 97 55,sc379@kirov.spb.ru,Морские ворота,7805009961,1027802738985,
Кировский район,Государственное  бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 381 Кировского района Санкт-Петербурга, ГБОУ СОШ № 381,"198095,Санкт-Петербург,ул.Зои Космодемьянской, д.4",Копунова Анна Анатольевна,+7 (812) 786 43 33,+7 (812) 786 43 33,sc381@kirov.spb.ru,Нарвский округ,7805149359,1027802728018,
Кировский район,Государственное бюджетное общеобразовательное учреждение лицей № 384 Кировского района Санкт-Петербурга, ГБОУ Лицей № 384,"198095,Санкт-Петербург,пр.Стачек, д. 5",Голод Софья Степановна,+7 (812) 786 51 04,+7 (812) 786 51 04,sc384@kirov.spb.ru,Нарвский округ,7805146774,1027802741185,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 386 Кировского района Санкт-Петербурга, ГБОУ СОШ № 386,"198152,Санкт-Петербург,ул. Зайцева, 14, лит. А",Семенова Светлана Ивановна,+7 (812) 783 53 96,+7 (812) 783 53 96,sc386@kirov.spb.ru,Автово,7805149366,1037811007893,
Кировский район,Государственное бюджетное общеобразовательное учреждение Лицей № 387 имени  Н.В. Белоусова Кировского района Санкт-Петербурга, ГБОУ Лицей № 387,"198207,Санкт-Петербург,ул.Зины Портновой, д.25, корп. 2",Васькова Инна Юрьевна,+7 (812) 753 56 77,+7 (812) 753 56 77,sc387@kirov.spb.ru,Дачное,7805146799,1027802738590,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 388 Кировского района Санкт-Петербурга, ГБОУ СОШ № 388,"198097,Санкт-Петербург,Огородный пер., д. 9",Федоренко Елена Борисовна,+7 (812) 252 11 82,+7 (812) 252 11 82,sc388@kirov.spb.ru,Нарвский округ,7805149373,1027802749248,
Кировский район,Государственное бюджетное общеобразовательное учреждение лицей № 389 «Центр экологического образования» Кировского района Санкт-Петербурга, ГБОУ Лицей № 389,"198096,Санкт-Петербурга,ул. Кронштадтская, д. 7",Васекина Лариса Ивановна,+7 (812) 785 02 93,+7 (812) 785 02 93,sc389@kirov.spb.ru,Автово,7805149380,1027802749490,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 392 с углубленным изучением французского языка Кировского района Санкт-Петербурга, ГБОУ СОШ № 392,"198260,Санкт-Петербург,пр. Ветеранов, д.87, к. 2",Изотова Ирина Анатольевна,+7 (812) 755 96 30,+7 (812) 755 96 30,sc392@kirov.spb.ru,Ульянка,7805149398,1027802749204,
Кировский район,Государственное бюджетное общеобразовательное учреждение лицей № 393 Кировского района Санкт-Петербурга, ГБОУ Лицей № 393,"г.Санкт-Петербург, Краснопутиловская улица, дом 49, литера А",Титова Ольга Андреевна,+7 (812) 784 99 11,+7 (812) 784 99 11,sc393@kirov.spb.ru,Автово,7805145474,1027802737819,
Кировский район,Государственное бюджетное общеобразовательное учреждение гимназия № 397 Кировского района Санкт-Петербурга имени Г.В. Старовойтовой, ГБОУ Гимназия № 397,"198188,Санкт-Петербург,ул. Маршала Говорова, д.9",Давыдова Светлана Николаевна,+7 (812) 417 52 15,+7 (812) 417 52 15,sc397@kirov.spb.ru,Автово,7805149408,1027802760644,
Кировский район,"Государственное бюджетное специальное (коррекционное) образовательное учреждение для обучающихся, воспитанников с ограниченными возможностями здоровья специальная (коррекционная) общеобразовательная школа (VII вида) № 480 Кировского района Санкт-Петербурга", ГБОУ СОШ № 480,"198096,Санкт-Петербург,ул. Маринеско, д.7",Мурад Любовь Геннадьевна,+7 (812) 783 50 83,+7 (812) 783 50 83,sc480@kirov.spb.ru,Автово,7805149422,1027802726522,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 481 с углубленным изучением немецкого языка Кировского района Санкт-Петербурга,ГБОУ СОШ № 481,"198216,Санкт-Петербург,Ленинский проспект, д.124, ",Григорьева Ирина Анатольевна,+7 (812) 377 21 77,+7 (812) 377 21 77,sc481@kirov.spb.ru,Княжево,7805149430,1027802769708,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 493 Кировского района Санкт-Петербурга, ГБОУ СОШ № 493,"198207,Санкт-Петербург,ул.Зины Портновой, д.15",Пахомова Галина Александровна,+7 (812) 758 35 28,+7 (812) 758 35 28,sc493@kirov.spb.ru,Дачное,7805149447,1027802737599,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 501 с углубленным изучением предмета информатики и информационно-коммуникационных технологий Кировского района Санкт-Петербурга, ГБОУ СОШ № 501,"198152,Санкт-Петербург,ул. Краснопутиловская, д. 22",Миханоша Юрий Иванович,+7 (812) 784 29 70,+7 (812) 784 29 70,sc501@kirov.spb.ru,Автово,7805149454,1027802737863,
Кировский район,"Государственное бюджетное специальное (коррекционное) образовательное учреждение для обучающихся, воспитанников с ограниченными возможностями здоровья специальная (коррекционная) общеобразовательная школа (VIII вида) № 502 Кировского района Санкт-Петербурга", ГБОУ СОШ № 502,"198255,Санкт-Петербурга,ул. Лёни Голикова, дом 78",Свердлова Любовь Александровна,+7 (812) 756 55 78,+7 (812) 756 55 78,sc502@kirov.spb.ru,Дачное,7805146728,1027802729195,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 503 Кировского района Санкт-Петербурга, ГБОУ СОШ № 503,"198207,Санкт-Петербург,Ленинский проспект д.123, к. 4",Крайнова Людмила Викторовна,+7 (812) 377 23 94,+7 (812) 377 23 94,sc503@kirov.spb.ru,Княжево,7805149461,1027802739557,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 504 с углублённым изучением английского языка Кировского района Санкт-Петербурга, ГБОУ СОШ № 504,"198216, Санкт-Петербург, бульвар Новаторов, д.43",Виноградова Наталья Витальевна,+7 (812) 417 51 66,+7 (812) 417 51 66,sc504@kirov.spb.ru,Княжево,7805149479,1027802767300,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 506 с углубленным изучением немецкого языка Кировского района Санкт-Петербурга, ГБОУ СОШ № 506,"198260,Санкт-Петербург,ул. Козлова, д.47 к. 1",Ярошенко Ирина Ильинична,+7 (812) 620 72 43,+7 (812) 620 72 43,sc506@kirov.spb.ru,Ульянка,7805149486,1027802737885,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 538 с углубленным изучением информационных технологий Кировского района Санкт-Петербурга, ГБОУ СОШ № 538,"198216, Санкт-Петербург, бульвар Новаторов, д. 40",Огородова Татьяна Андреевна,+7 (812) 377 36 76,+7 (812) 377 36 76,sc538@kirov.spb.ru,Княжево,7805149493,1027802740998,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 539 с углубленным изучением испанского языка Кировского района Санкт-Петербурга, ГБОУ СОШ № 539,"198215,Санкт-Петербург,ул. Подводника Кузьмина, д.52",Фатеева Татьяна Николаевна,+7 (812) 377 21 41,+7 (812) 377 21 41,sc539@kirov.spb.ru,Княжево,7805149503,1027802741988,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 551 Кировского района Санкт-Петербурга, ГБОУ СОШ № 551,"198217,Санкт-Петербург,ул. Танкиста Хрустицкого, д.31",Дудорина Людмила Валентиновна,+7 (812) 756 38 90,+7 (812) 756 38 90,sc551@kirov.spb.ru,Дачное,7805149510,1027802730592,
Кировский район,Государственное бюджетное  общеобразовательное учреждение средняя общеобразовательная школа  № 565  Кировского района Санкт-Петербурга, ГБОУ СОШ № 565,"198095,Санкт-Петербург,ул. Ивана Черных, д.11",Чалапко Евгения Валерьевна,+7 (812) 252 08 95,+7 (812) 252 08 95,sc565@kirov.spb.ru,Нарвский округ,7805146735,1027802726544,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 585 Кировского района Санкт-Петербурга, ГБОУ СОШ № 585 ,"198262,Санкт-Петербург,Дачный пр., д. 3, корп. 2",Варова Ирина Александровна,+7 (812) 417 27 72,+7 (812) 417 27 72,sc585@kirov.spb.ru,Дачное,7805039638,1027802754440,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №608 Кировского района Санкт-Петербурга, ГБОУ СОШ № 608,"198099,Санкт-Петербург,ул. Промышленная, д. 18/2",Клименко Ольга Леонидовна,+7 (812) 786 48 75,+7 (812) 786 48 75,sc608@kirov.spb.ru,Нарвский округ,7805149528,1027802753880,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 654 с углубленным изучением предметов художественно-эстетического цикла «Хореография» Кировского района Санкт-Петербурга, ГБОУ СОШ № 654,"198262,Санкт-Петербург,ул.Лёни Голикова, д.23, к. 6",Галеева Нажия Фяридовна,+7 (812) 752 94 07,+7 (812) 752 94 07,sc654@kirov.spb.ru,Дачное,7805149535,1027802748665,
Кировский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 658 Кировского района Санкт-Петербурга, ГБОУ СОШ № 658,"198216,Санкт-Петербург,Трамвайный пр., д.22",Кузнецова Татьяна Николаевна,+7 (812) 377 60 03,+7 (812) 377 60 03,sc658@kirov.spb.ru,Княжево,7805149542,1027802749402,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 6 Выборгского района Санкт-Петербурга,ГБОУ школа № 6 Выборгского района Санкт-Петербурга," Санкт-Петербург, ул.Дрезденская, 13",Наумова Алла Евменьевна,417-51-04,417-51-05,006@shko.la,13      Светлановское ,7802142926,_1027801541602,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 60 Выборгского района Санкт-Петербурга,ГБОУ  школа № 60 Выборгского района Санкт-Петербурга,"Санкт-Петербург, пр.Художников, д.9, корп.3, лит. А",Ножницкая Ирина Юльевна,510-60-01,510-63-97,060@shko.la,14             Сосновское ,7802144641,_1027801583336,
Выборгский ,Государственное общеобразовательное учреждение гимназия № 61 Выборгского района Санкт-Петербурга,ГБОУ гимназия № 61 Выборгского района Санкт-Петербурга,"Санкт-Петербург, пр. Художников, 29/3",Казеева Татьяна Александровна,513-20-83,513-20-83,061@shko.la,15,7802123610,_1027801583347,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 62 Выборгского района Санкт-Петербурга,ГБОУ школа № 62 Выборгского района Санкт-Петербурга,"Санкт-Петербург, Поэтический бульвар, д.15, к.2,",Нистор Нина Васильевна,559-26-92,559-26-92,062@shko.la,15,7802142073,_1027801583358,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 65 с углубленным изучением французского языка Выборгского района Санкт-Петербурга,ГБОУ школа № 65 с углубленным изучением французского языка Выборгского района Санкт-Петербурга,"Санкт-Петербург, Учебный пер., 8/2, лит. А ",Ермолаева Ниталия Яковлевна,417-64-65,417-64-65,065@shko.la,14             Сосновское ,7802147709,_1027801583369,
Выборгский ,"Государственное бюджетное общеобразовательное учреждение гимназия № 73 ""Ломоносовская гимназия"" Выборгского района Санкт-Петербурга","ГБОУ гимназия № 73 ""Ломоносовская гимназия"" Выборгского района Санкт-Петербурга","Санкт-Петербург, пр.Энгельса, д.115, к.2",Павлова Валентина Кирилловна,594-05-85,511-70-05,073@shko.la,14             Сосновское ,7802112495,_1027801583370,
Выборгский ,Государственное бюджетное общеобразовательное учреждение гимназия № 74 Выборгского района Санкт-Петербурга,ГБОУ гимназия № 74 Выборгского района Санкт-Петербурга,"Санкт-Петербург, Болотная ул., д.6",Лакко Алла Генриховна ,417-63-89,417-63-90,074@shko.la,13      Светлановское ,7802143567,_1027801583380,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 76 Выборгского района Санкт-Петербурга,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 76 Выборгского района Санкт-Петербурга,"Санкт-Петербург, Болотная, д.18, лит. А",Ковалева Мария Игоревна,573-95-75,297-20-03,076@shko.la,13      Светлановское ,7802141224,_1027801583391,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 83 с углубленным изучением японского и английского языков Выборгского района Санкт-Петербурга,ГБОУ школа № 83 с углубленным изучением японского и английского языков Выборгского района Санкт-Петербурга,"Санкт-Петербург, Сиреневый бульвар, д.18, к.2, лит.А",Полякова Наталья Альбертовна,242-31-72,242-31-71,083@shko.la,15,7802143711,1027801583688,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 90 Выборгского района Санкт-Петербурга,ГБОУ школа № 90 Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Сикейроса, д.5, к.2, лит.А",Богданова Елена Львовна,417-64-70,417-64-70,090@shko.la,14             Сосновское ,7802141312,_1027801583677,
Выборгский ,Государственное бюджетное общеобразовательное учреждение гимназия № 92 Выборгского района Санкт-Петербурга,Государственное бюджетное общеобразовательное учреждение гимназия № 92 Выборгского района Санкт-Петербурга,"Санкт-Петербург, пр.Тореза, д.94, к.1",Сочилин Сергей Борисович,293-98-34,293-98-34,092@shko.la,13      Светлановское ,7802105160,_1027801583655,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 94 с углубленным изучением информатики Выборгского района Санкт-Петербурга,ГБОУ школа № 94 с углубленным изучением информатики Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Симонова, д.8, к.1, литер А",Колегова Оксана Петровна,417-62-84,417-62-84,094@shko.la,17                  Шувалово-Озерки,7802141513,_1027801583644,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 97 Выборгского  района Санкт-Петербурга,ГБОУ школа № 97 Выборгского  района Санкт-Петербурга,"Санкт-Петербург, ул.Дрезденская, д.19, лит.А",Храбрая Марина Николаевна,417-33-30,417-33-28,097@shko.la,13      Светлановское ,7802149135,_1027801583633,
Выборгский ,Государственное бюджетное общеобразовательное учреждение лицей № 101 Выборгского района Санкт-Петербурга,ГБОУ лицей № 101 Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Сикейроса, 17/1, литер А",Шевченко Инга Станиславовна,417-53-01,417-53-03,101@shko.la,14             Сосновское ,7802142725,_1027801583611,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 102 Выборгского района Санкт-Петербурга,ГБОУ школа № 102 Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Поклонногорская, 17/2",Ципляева Ольга Николаевна,293-45-75,293-45-74,102@shko.la,17                  Шувалово-Озерки,7802143977,_1027801583600,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 103 с углубленным изучением математики и экономики Выборгского района Санкт-Петербурга,ГБОУ школа № 103 с углубленным изучением математики и экономики Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Руднева, д.23",Родичева Алла Федоровна,559-04-46,559-04-46,103@shko.la,15,7802123345,_1027801583590,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 104 имени Героя Советского Союза М.С. Харченко Выборгского района Санкт-Петербурга,ГБОУ школа № 104 имени Героя Советского Союза М.С. Харченко Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Харченко, д.27",Добренко Ирина Александровна,295-17-87,295-17-87,104@shko.la,12 Сампсониевское ,7802146776,_1027801583589,
Выборгский ,Государственное бюджетное общеобразовательное учреждение гимназия № 105 Выборгского района Санкт-Петербурга,ГБОУ гимназия № 105 Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Орбели, 24, лит.А",Лозин Олег Ионович,552-59-88,552-59-88,105@shko.la,13      Светлановское,7802143260,_1027801583578,
Выборгский ,Государственное бюджетное общеобразовательное учреждение гимназия № 107 Выборгского района Санкт-Петербурга,ГБОУ гимназия № 107 Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Выборгская ул., д.3, лит.А",Киселев Виктор Валентинович,542-08-23,542-08-23,107@shko.la,12 Сампсониевское ,7802144923,_1027801583567,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 110 Выборгского  района Санкт-Петербурга,ГБОУ школа № 110 Выборгского  района Санкт-Петербурга,"Санкт-Петербург, Сиреневый бульвар, д.8, корп.2, лит.А",Белехова Светлана Леонидовна,417-38-51,417-38-48,110@shko.la,16                         Парнас ,7802144289,_1027801583534,
Выборгский , Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 112 Выборгского района Санкт-Петербурга,ГБОУ школа № 112 Выборгского района Санкт-Петербурга,"Санкт-Петербург,  ул.Кустодиева, д.18, к.2",Сыкеева Людмила Петровна,558-15-38,592-47-80,112@shko.la,15,7802144169,_1027801583512,
Выборгский ,Государственное бюджетное общеобразовательное учреждение гимназия № 114 Выборгского района Санкт-Петербурга,ГБОУ гимназия № 114 Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Есенина, 34/2",Захарченко Ольга Сергеевна,417-27-33,417-27-33,114@shko.la,16                         Парнас ,7802120520,_1027801583501,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 115 Выборгского  района Санкт-Петербурга,ГБОУ школа № 115 Выборгского  района Санкт-Петербурга,"Санкт-Петербург, Поэтический бульвар, 5/3, лит.А",Яковлева Валентина Федоровна,517-11-30,517-48-60,115@shko.la,16                         Парнас ,7802142490,_1027801583490,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 117 Выборгского  района Санкт-Петербурга,ГБОУ школа № 117 Выборгского  района Санкт-Петербурга,"Санкт-Петербург, пр.Пархоменко, д.17, литер А",Суворова Эдита Волдемаровна,417-61-20,417-61-20,117@shko.la,13      Светлановское,7802151462,_1027801583479,
Выборгский ,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 118 Выборгского  района Санкт-Петербурга,ГБОУ школа № 118 Выборгского  района Санкт-Петербурга,"Санкт-Петербург,  ул.Руднева, 5/3, литер А",Фёдоров Виктор Викторович,417-24-17,417-24-17,118@shko.la,15,7802145885,_1027801583468,
